Product ID,SKU,Product Name,Category,Scale,Price Incl GST (₹),Base Price Excl GST (₹),GST Rate (%),HSN Code,MRP (₹),Discount (%),Stock (Units),Availability,Drivetrain,Top Speed,Motor Type,Battery Pack,Remote / Control,Dimensions,Weight,Age Group,Video Link,Primary Image URL,Gallery Images Count,Short Description,Full Technical Description
293,32JJ277LA-R,1:32 DC Lamborghini LP670,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
294,32JJ277LA-G,1:32 DC Lamborghini LP670,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
295,32JJ277LA-Y,1:32 DC Lamborghini LP670,Collectables,1:32,899,762,18,95030090,1124,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.4 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
296,32JJ242BU-R,1:32 DC Bugatti,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
297,32JJ242BU-W,1:32 DC Bugatti,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
298,32JJ284BM-Bu,1:32 BMW I8,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
299,32JJ284BM-R,1:32 BMW I8,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
300,32JJ284BM-W,1:32 BMW I8,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
301,32JJ291BU-R,1:32 DC Bugatti Divo Custom Edition,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
302,32JJ286H-R,1:32 DC Hellcat,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
303,32JJ290FF-B,1:32 DC Ferrari FXX K,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
304,32JJ290FF-R,1:32 DC Ferrari FXX K,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
305,32JJ290FF-W,1:32 DC Ferrari FXX K,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
306,32JJ287LS-B,1:32 Lamborghini Sian,Collectables,1:32,1799,1525,18,95030090,2249,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
307,32JJ287LS-BU,1:32 Lamborghini Sian,Collectables,1:32,849,719,18,95030090,1061,20,25,In Stock,4WD,35 KM/H,Electric Brushed Motor,Rechargeable Li-ion Battery Pack (Included),2.4 GHz Multi-Channel Transmitter,18 × 9 × 9 cm,0.2 kg,8+ Years,N/A,N/A,0,"Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection.","Premium 1:32 scale collectible car models crafted for enthusiasts and collectors. Designed with precision detailing, realistic proportions, and high-quality materials, these models capture the spirit of iconic automobiles. Perfect for display, gifting, or building a stunning collection."
